ID|LABEL|POLICY_ID|CLAIMANT_ID|ATTORNEY_ID|AMOUNT|CLAIM_DATE|CAPITAL_GAINS|CAPITAL_LOSS|WITNESSES
D_1443.0|claim|Q_14.56|C_2300|X_1|331.94|2021-03-23|440.84|376.84|1
D_1443.1|claim|Q_14.56|C_1000|X_22|563.57|2021-05-24|865.79|435.77|0
D_1443.2|claim|Q_14.56|C_600|X_9|626.16|2021-09-27|431.24|487.68|4
D_1443.3|claim|Q_14.56|C_1600|X_44|967.09|2021-02-27|366.83|98.29|2
D_1443.4|claim|Q_14.56|C_1900|X_33|311.94|2021-02-10|617.47|380.14|3
D_1444.0|claim|Q_14.57|C_1400|X_41|950.49|2022-03-18|125.85|135.74|1
D_1445.0|claim|Q_14.58|C_1200|X_22|714.28|2022-01-09|225.28|135.16|2
D_1445.1|claim|Q_14.58|C_3800|X_14|570.92|2021-03-09|496.67|2.78|0
D_1445.2|claim|Q_14.58|C_1900|X_42|111.26|2022-03-21|810.88|622.14|5
D_1445.3|claim|Q_14.58|C_100|X_26|933.83|2022-01-28|451.43|586.42|3
D_1447.0|claim|Q_14.60|C_3500|X_49|932.52|2022-04-24|465.6|759.85|4
D_1447.1|claim|Q_14.60|C_3000|X_22|755.64|2022-01-11|51.72|338.4|1
D_1447.2|claim|Q_14.60|C_900|X_12|744.14|2021-06-26|71.06|820.73|1
D_1447.3|claim|Q_14.60|C_4700|X_9|829.08|2022-02-06|922.96|28.36|5
D_1447.4|claim|Q_14.60|C_1600|X_40|473.26|2021-05-02|297.59|780.2|3
D_1448.0|claim|Q_14.61|C_3300|X_14|868.68|2022-04-17|84.59|336.35|4
D_1448.1|claim|Q_14.61|C_1900|X_38|768.68|2021-12-22|940.46|825.64|0
D_1448.2|claim|Q_14.61|C_1700|X_19|739.02|2021-11-23|899.8|793.42|5
D_1449.0|claim|Q_14.62|C_2200|X_34|155.28|2021-12-02|945.78|935.87|3
D_1449.1|claim|Q_14.62|C_4200|X_2|538.07|2021-07-13|681.16|165.56|0
D_1449.2|claim|Q_14.62|C_1100|X_50|253.51|2022-04-11|774.18|756.0|4
D_1449.3|claim|Q_14.62|C_2400|X_25|362.75|2021-11-13|507.18|64.78|1
D_1450.0|claim|Q_14.63|C_1800|X_45|579.64|2021-05-12|315.18|198.23|1
D_1450.1|claim|Q_14.63|C_2900|X_33|621.99|2021-12-10|520.06|699.82|0
D_1451.0|claim|Q_14.64|C_1500|X_41|139.58|2022-03-12|495.96|252.81|4
D_1452.0|claim|Q_14.65|C_3200|X_29|558.97|2021-10-21|58.04|903.56|0
D_1452.1|claim|Q_14.65|C_2200|X_4|702.98|2021-02-13|392.72|134.89|0
D_1453.0|claim|Q_14.66|C_4300|X_8|572.69|2021-08-27|176.86|33.12|4
D_1453.1|claim|Q_14.66|C_500|X_47|831.21|2021-09-24|126.32|589.61|4
D_1453.2|claim|Q_14.66|C_1800|X_40|434.79|2022-03-16|934.49|763.27|4
D_1453.3|claim|Q_14.66|C_4600|X_5|297.69|2021-10-29|970.69|757.42|1
D_1454.0|claim|Q_14.67|C_3900|X_17|640.87|2021-05-03|349.66|857.13|4
D_1454.1|claim|Q_14.67|C_700|X_23|845.16|2021-07-05|964.42|827.51|5
D_1454.2|claim|Q_14.67|C_3000|X_35|549.94|2021-06-02|742.54|967.39|3
D_1455.0|claim|Q_14.68|C_1700|X_26|967.22|2022-03-03|821.18|718.67|2
D_1455.1|claim|Q_14.68|C_3400|X_11|270.3|2021-01-09|220.41|272.66|2
D_1455.2|claim|Q_14.68|C_600|X_44|913.37|2021-07-17|983.99|821.18|1
D_1455.3|claim|Q_14.68|C_2900|X_48|341.52|2021-12-07|406.77|219.34|2
D_1456.0|claim|Q_14.69|C_5000|X_18|470.2|2021-02-23|586.55|330.56|4
D_1456.1|claim|Q_14.69|C_2400|X_40|813.55|2021-02-13|113.21|795.82|1
D_1456.2|claim|Q_14.69|C_2100|X_3|570.29|2021-12-01|477.62|346.29|0
D_1456.3|claim|Q_14.69|C_0|X_15|638.55|2021-08-27|355.26|539.14|0
D_1456.4|claim|Q_14.69|C_2900|X_20|473.45|2022-01-16|760.38|189.27|1
D_1457.0|claim|Q_14.70|C_2900|X_12|270.02|2022-01-04|684.9|571.3|5
D_1458.0|claim|Q_14.71|C_4300|X_13|338.11|2021-11-14|515.65|861.45|0
D_1459.0|claim|Q_14.72|C_1500|X_35|797.82|2021-01-27|158.65|74.5|3
D_1459.1|claim|Q_14.72|C_1800|X_44|432.59|2021-06-26|775.67|869.94|0
D_1459.2|claim|Q_14.72|C_1300|X_42|492.3|2021-03-28|377.11|857.59|3
D_1460.0|claim|Q_14.73|C_700|X_41|998.85|2022-02-01|131.97|487.55|5
D_1460.1|claim|Q_14.73|C_3900|X_48|724.67|2021-03-11|215.24|109.25|2
D_1460.2|claim|Q_14.73|C_2100|X_35|296.82|2021-07-09|409.09|942.95|2
D_1460.3|claim|Q_14.73|C_3000|X_10|454.95|2021-11-21|787.76|684.85|5
D_1460.4|claim|Q_14.73|C_2600|X_8|934.69|2021-12-18|38.98|26.7|3
D_1461.0|claim|Q_14.74|C_2700|X_26|298.82|2021-08-05|211.11|395.95|1
D_1461.1|claim|Q_14.74|C_900|X_27|216.23|2021-09-18|324.79|455.69|2
D_1461.2|claim|Q_14.74|C_4700|X_19|185.84|2022-02-24|676.86|759.43|4
D_1462.0|claim|Q_14.75|C_2700|X_47|395.39|2022-02-05|899.39|707.02|4
D_1462.1|claim|Q_14.75|C_3300|X_40|602.94|2021-07-07|889.47|696.49|1
D_1462.2|claim|Q_14.75|C_3200|X_33|652.0|2022-01-08|29.31|429.97|0
D_1462.3|claim|Q_14.75|C_4100|X_47|598.41|2021-01-21|211.1|965.25|0
D_1463.0|claim|Q_14.76|C_2500|X_10|441.24|2021-05-10|401.58|818.29|3
D_1463.1|claim|Q_14.76|C_4400|X_23|998.39|2021-05-07|422.87|775.39|5
D_1463.2|claim|Q_14.76|C_4200|X_25|578.24|2021-05-25|702.23|493.76|5
D_1463.3|claim|Q_14.76|C_2800|X_49|397.2|2021-03-16|639.93|293.85|3
D_1465.0|claim|Q_14.78|C_2800|X_30|811.15|2021-04-16|109.96|401.66|5
D_1465.1|claim|Q_14.78|C_4400|X_35|451.74|2021-11-06|196.39|298.77|0
D_1465.2|claim|Q_14.78|C_1100|X_31|680.13|2021-06-03|932.3|415.96|4
D_1465.3|claim|Q_14.78|C_900|X_41|674.27|2022-01-01|966.45|177.7|2
D_1465.4|claim|Q_14.78|C_1800|X_8|761.67|2021-06-13|786.75|262.66|0
D_1466.0|claim|Q_14.79|C_3800|X_33|614.33|2021-11-09|873.72|647.12|1
D_1466.1|claim|Q_14.79|C_900|X_30|136.03|2021-04-07|615.22|536.87|5
D_1466.2|claim|Q_14.79|C_4800|X_22|132.82|2021-10-09|687.4|125.08|0
D_1466.3|claim|Q_14.79|C_1200|X_16|496.38|2021-01-20|283.76|940.0|2
D_1467.0|claim|Q_14.80|C_2600|X_21|520.8|2021-08-17|83.35|698.6|0
D_1469.0|claim|Q_14.82|C_4600|X_13|217.19|2021-07-12|194.46|559.49|0
D_1469.1|claim|Q_14.82|C_3700|X_18|412.01|2021-08-02|861.14|521.13|0
D_1470.0|claim|Q_14.83|C_4200|X_30|625.24|2021-06-13|685.64|357.5|5
D_1470.1|claim|Q_14.83|C_300|X_47|933.92|2021-08-08|836.27|241.6|0
D_1470.2|claim|Q_14.83|C_1200|X_50|991.53|2021-10-15|599.87|344.91|1
D_1470.3|claim|Q_14.83|C_4400|X_31|175.34|2021-12-20|172.8|962.03|4
D_1471.0|claim|Q_14.84|C_1900|X_30|420.65|2022-04-03|851.27|532.59|4
D_1471.1|claim|Q_14.84|C_3600|X_25|948.36|2021-10-27|798.76|132.39|2
D_1471.2|claim|Q_14.84|C_200|X_9|634.06|2021-04-07|839.63|728.8|0
D_1471.3|claim|Q_14.84|C_4300|X_42|354.69|2021-12-17|662.73|524.58|5
D_1474.0|claim|Q_14.87|C_0|X_31|978.27|2021-11-13|699.23|359.33|2
D_1474.1|claim|Q_14.87|C_200|X_32|515.39|2022-01-14|192.05|366.11|3
D_1474.2|claim|Q_14.87|C_200|X_13|851.59|2021-12-18|385.36|759.5|2
D_1474.3|claim|Q_14.87|C_2700|X_17|957.1|2021-03-09|551.22|234.27|2
D_1475.0|claim|Q_14.88|C_2600|X_48|512.62|2021-04-17|267.67|702.68|5
D_1475.1|claim|Q_14.88|C_1700|X_36|669.32|2021-11-20|658.71|518.37|1
D_1475.2|claim|Q_14.88|C_2500|X_8|260.09|2022-03-09|456.86|661.76|1
D_1475.3|claim|Q_14.88|C_400|X_7|634.23|2021-10-21|573.2|491.39|4
D_1475.4|claim|Q_14.88|C_3000|X_50|662.24|2022-04-13|211.71|403.76|4
D_1477.0|claim|Q_14.90|C_2200|X_31|250.32|2021-06-06|45.6|646.42|2
D_1477.1|claim|Q_14.90|C_2300|X_32|914.79|2021-10-29|182.62|122.15|5
D_1477.2|claim|Q_14.90|C_3700|X_43|287.5|2021-06-04|455.82|352.71|0
D_1480.0|claim|Q_14.93|C_300|X_7|536.88|2021-04-22|105.15|899.0|2
D_1480.1|claim|Q_14.93|C_4800|X_33|283.57|2021-05-10|376.07|657.91|3
D_1480.2|claim|Q_14.93|C_900|X_32|480.13|2021-08-20|988.53|795.27|2
D_1480.3|claim|Q_14.93|C_1100|X_44|224.74|2021-12-15|576.87|550.01|5
D_1481.0|claim|Q_14.94|C_1300|X_5|523.37|2021-06-25|997.6|914.34|1
D_1481.1|claim|Q_14.94|C_500|X_48|583.88|2022-01-19|435.78|287.01|1
D_1482.0|claim|Q_14.95|C_3000|X_24|444.75|2021-08-25|926.97|975.39|4
D_1482.1|claim|Q_14.95|C_4800|X_27|773.12|2021-07-14|436.37|385.06|0
D_1482.2|claim|Q_14.95|C_1100|X_41|814.66|2021-05-20|329.42|924.87|1
D_1483.0|claim|Q_14.96|C_500|X_11|287.63|2021-10-18|450.9|108.07|1
D_1483.1|claim|Q_14.96|C_2100|X_22|239.84|2021-12-05|130.35|208.06|4
D_1483.2|claim|Q_14.96|C_0|X_13|655.4|2021-05-01|448.05|112.29|3
D_1483.3|claim|Q_14.96|C_3300|X_16|979.75|2021-12-09|60.2|630.88|3
D_1484.0|claim|Q_14.97|C_2000|X_16|405.74|2021-12-14|248.46|412.3|0
D_1484.1|claim|Q_14.97|C_1200|X_13|619.87|2021-10-10|154.63|408.54|5
D_1484.2|claim|Q_14.97|C_5000|X_41|682.89|2021-11-16|932.0|949.37|3
D_1484.3|claim|Q_14.97|C_1500|X_40|162.75|2021-02-12|393.2|950.92|4
D_1485.0|claim|Q_14.98|C_1900|X_12|824.83|2021-01-17|681.92|187.38|5
D_1485.1|claim|Q_14.98|C_1500|X_22|775.23|2021-11-19|989.38|898.32|3
D_1486.0|claim|Q_14.99|C_2500|X_17|370.47|2022-01-28|28.9|838.68|3
D_1486.1|claim|Q_14.99|C_2000|X_45|987.69|2022-01-22|290.0|297.3|4
D_1486.2|claim|Q_14.99|C_2900|X_2|832.74|2021-04-27|709.92|562.82|2
D_1486.3|claim|Q_14.99|C_4400|X_30|452.58|2022-02-21|540.94|167.72|0
D_1487.0|claim|Q_15.1|C_500|X_50|577.56|2021-10-16|337.34|746.43|5
D_1488.0|claim|Q_15.2|C_3200|X_39|277.14|2021-05-17|551.23|61.83|5
D_1488.1|claim|Q_15.2|C_3900|X_44|411.93|2022-03-29|727.15|979.76|2
D_1489.0|claim|Q_15.3|C_1000|X_44|360.56|2021-05-04|696.43|948.01|3
D_1489.1|claim|Q_15.3|C_1400|X_33|954.46|2022-03-13|232.57|694.35|3
D_1489.2|claim|Q_15.3|C_2000|X_23|938.27|2021-05-27|804.72|498.36|1
D_1489.3|claim|Q_15.3|C_4900|X_6|791.42|2021-01-02|589.43|571.53|2
D_1490.0|claim|Q_15.4|C_200|X_38|795.03|2021-12-24|709.92|292.01|2
D_1490.1|claim|Q_15.4|C_0|X_12|496.32|2021-07-03|364.71|130.96|0
D_1490.2|claim|Q_15.4|C_600|X_4|673.77|2021-11-18|394.16|759.96|4
D_1490.3|claim|Q_15.4|C_600|X_47|837.99|2021-01-18|570.08|969.11|2
D_1491.0|claim|Q_15.5|C_3500|X_14|945.9|2022-02-10|920.92|102.48|2
D_1492.0|claim|Q_15.6|C_1700|X_50|723.61|2021-09-14|948.47|255.27|3
D_1492.1|claim|Q_15.6|C_2000|X_34|503.53|2021-03-13|537.79|431.51|0
D_1492.2|claim|Q_15.6|C_2700|X_47|208.21|2021-07-09|637.46|635.93|4
D_1493.0|claim|Q_15.7|C_2200|X_39|287.84|2022-03-15|961.85|703.14|5
D_1493.1|claim|Q_15.7|C_2900|X_16|978.94|2021-03-08|180.85|572.64|2
D_1494.0|claim|Q_15.8|C_4300|X_11|196.67|2021-10-28|715.03|521.18|5
D_1494.1|claim|Q_15.8|C_1100|X_8|207.76|2021-12-09|337.96|275.08|4
D_1497.0|claim|Q_15.11|C_4900|X_18|626.62|2021-07-16|168.62|908.3|4
D_1497.1|claim|Q_15.11|C_4000|X_10|233.55|2022-01-19|864.11|588.27|3
D_1497.2|claim|Q_15.11|C_2200|X_28|623.05|2021-11-24|574.37|832.99|3
D_1497.3|claim|Q_15.11|C_2600|X_12|528.46|2021-04-06|355.87|558.14|5
D_1498.0|claim|Q_15.12|C_1100|X_29|675.54|2021-01-22|731.38|293.0|4
D_1498.1|claim|Q_15.12|C_3900|X_23|512.36|2022-04-14|807.21|664.31|2
D_1498.2|claim|Q_15.12|C_4700|X_49|331.03|2021-04-09|771.61|517.36|4
D_1498.3|claim|Q_15.12|C_4400|X_39|822.59|2021-03-29|867.5|17.38|3
D_1499.0|claim|Q_15.13|C_3600|X_9|822.57|2021-01-19|435.08|85.15|3
D_1499.1|claim|Q_15.13|C_4800|X_50|330.71|2022-03-23|645.64|54.57|2
D_1499.2|claim|Q_15.13|C_300|X_43|851.25|2021-05-15|325.89|854.61|3
D_1500.0|claim|Q_15.14|C_2200|X_43|529.67|2021-06-27|570.07|585.46|4
D_1500.1|claim|Q_15.14|C_3000|X_15|868.16|2021-11-21|746.56|816.39|1
D_1500.2|claim|Q_15.14|C_3600|X_34|903.85|2021-03-06|408.15|388.01|2
D_1502.0|claim|Q_15.16|C_2900|X_50|214.31|2021-08-04|16.51|670.27|2
D_1504.0|claim|Q_15.18|C_4000|X_14|815.35|2021-07-29|30.72|392.57|3
D_1505.0|claim|Q_15.19|C_3200|X_41|625.43|2021-03-06|825.41|379.29|0
D_1505.1|claim|Q_15.19|C_5000|X_4|201.96|2022-01-29|767.12|312.27|0
D_1505.2|claim|Q_15.19|C_2200|X_42|839.2|2021-10-18|723.31|7.01|1
D_1505.3|claim|Q_15.19|C_1700|X_7|718.03|2021-03-16|176.02|373.67|4
D_1506.0|claim|Q_15.20|C_4900|X_0|184.01|2021-09-15|371.52|349.3|1
D_1506.1|claim|Q_15.20|C_1200|X_7|670.79|2021-11-24|212.15|463.07|0
D_1506.2|claim|Q_15.20|C_900|X_21|465.48|2021-10-14|128.25|694.49|3
D_1506.3|claim|Q_15.20|C_1800|X_40|379.87|2021-05-12|371.19|618.04|3
D_1507.0|claim|Q_15.21|C_2800|X_44|736.55|2021-05-19|299.12|580.46|3
D_1507.1|claim|Q_15.21|C_0|X_24|284.21|2021-08-02|592.08|364.16|3
D_1507.2|claim|Q_15.21|C_1000|X_49|734.19|2022-01-01|887.81|925.95|5
D_1507.3|claim|Q_15.21|C_5000|X_44|352.84|2022-01-20|866.37|744.13|3
D_1507.4|claim|Q_15.21|C_3500|X_10|124.79|2021-01-12|334.8|257.06|1
D_1508.0|claim|Q_15.22|C_4000|X_48|340.99|2021-01-21|968.24|288.51|0
D_1508.1|claim|Q_15.22|C_1300|X_4|935.34|2021-01-16|50.24|700.34|3
D_1508.2|claim|Q_15.22|C_3100|X_3|572.03|2021-04-16|708.61|97.68|5
D_1508.3|claim|Q_15.22|C_1900|X_28|362.28|2021-05-29|618.14|198.11|4
D_1509.0|claim|Q_15.23|C_3900|X_40|170.76|2022-01-17|62.06|347.76|2
D_1509.1|claim|Q_15.23|C_3000|X_49|947.77|2021-09-11|475.12|353.75|5
D_1510.0|claim|Q_15.24|C_900|X_17|723.99|2021-06-23|466.97|348.1|2
D_1512.0|claim|Q_15.26|C_1900|X_5|119.87|2021-08-22|849.7|653.65|5
D_1512.1|claim|Q_15.26|C_1900|X_3|859.2|2021-02-17|830.33|137.22|1
D_1512.2|claim|Q_15.26|C_3000|X_45|985.59|2021-11-04|369.14|7.6|3
D_1512.3|claim|Q_15.26|C_800|X_46|484.07|2022-03-21|715.04|252.39|3
D_1512.4|claim|Q_15.26|C_3900|X_14|880.8|2021-10-26|413.6|281.29|0
D_1514.0|claim|Q_15.28|C_3200|X_32|273.82|2021-01-16|960.38|387.32|0
D_1515.0|claim|Q_15.29|C_3900|X_49|515.72|2021-11-11|446.23|744.28|4
D_1515.1|claim|Q_15.29|C_4900|X_42|647.91|2022-04-19|221.82|295.73|2
D_1515.2|claim|Q_15.29|C_0|X_20|381.78|2021-11-21|979.94|382.21|1
D_1515.3|claim|Q_15.29|C_1700|X_50|929.83|2022-01-29|21.91|512.1|1
D_1516.0|claim|Q_15.30|C_4100|X_38|904.16|2021-07-19|73.75|952.28|3
D_1516.1|claim|Q_15.30|C_2600|X_41|800.26|2021-12-29|230.34|824.43|5
D_1518.0|claim|Q_15.32|C_2300|X_25|694.76|2022-04-14|721.89|874.95|2
D_1518.1|claim|Q_15.32|C_1300|X_41|208.59|2021-05-16|666.95|887.32|5
D_1518.2|claim|Q_15.32|C_1500|X_40|673.8|2021-06-26|112.06|778.15|5
D_1519.0|claim|Q_15.33|C_3800|X_15|648.52|2021-03-20|925.3|88.23|1
D_1519.1|claim|Q_15.33|C_1700|X_19|416.2|2022-04-17|621.39|508.99|3
D_1519.2|claim|Q_15.33|C_1800|X_48|781.93|2022-01-13|514.63|798.64|5
D_1520.0|claim|Q_15.34|C_4700|X_8|741.35|2021-04-20|101.28|225.5|0
D_1520.1|claim|Q_15.34|C_4600|X_12|979.11|2021-06-25|11.17|741.49|1
D_1520.2|claim|Q_15.34|C_2000|X_26|893.7|2021-04-02|13.31|493.87|2
D_1520.3|claim|Q_15.34|C_700|X_7|757.5|2021-08-02|684.73|126.81|5
D_1521.0|claim|Q_15.35|C_4300|X_23|264.84|2021-08-05|462.15|678.56|0
D_1522.0|claim|Q_15.36|C_1700|X_9|629.92|2021-05-26|107.06|370.82|5
D_1522.1|claim|Q_15.36|C_2200|X_1|461.12|2021-08-23|540.21|710.88|1
D_1522.2|claim|Q_15.36|C_400|X_21|104.51|2021-11-24|910.98|19.52|2
D_1523.0|claim|Q_15.37|C_2300|X_0|564.16|2021-11-24|913.78|457.01|0
D_1523.1|claim|Q_15.37|C_400|X_17|606.27|2021-09-12|819.99|952.97|5
D_1523.2|claim|Q_15.37|C_400|X_30|580.27|2022-04-04|870.34|518.42|1
D_1523.3|claim|Q_15.37|C_4400|X_22|594.82|2022-04-22|793.08|969.04|0
D_1523.4|claim|Q_15.37|C_600|X_7|256.36|2021-09-14|845.56|713.76|5
D_1525.0|claim|Q_15.39|C_2900|X_2|995.72|2022-03-02|66.89|75.64|1
D_1525.1|claim|Q_15.39|C_3200|X_37|390.32|2021-03-20|426.48|664.91|4
D_1525.2|claim|Q_15.39|C_1300|X_41|160.45|2021-11-05|527.21|246.2|5
D_1525.3|claim|Q_15.39|C_100|X_20|942.84|2021-03-11|347.28|657.44|4
D_1526.0|claim|Q_15.40|C_1600|X_3|235.54|2021-05-14|95.52|435.97|0
D_1529.0|claim|Q_15.43|C_2600|X_18|125.46|2021-07-01|394.75|440.57|5
D_1530.0|claim|Q_15.44|C_1000|X_9|861.71|2021-11-09|18.57|832.35|3
D_1530.1|claim|Q_15.44|C_4200|X_11|441.5|2021-07-09|847.47|664.49|0
D_1531.0|claim|Q_15.45|C_1300|X_38|625.49|2021-08-05|840.11|358.69|4
D_1531.1|claim|Q_15.45|C_4900|X_4|367.19|2021-06-25|22.01|414.77|2
D_1531.2|claim|Q_15.45|C_200|X_34|433.94|2021-05-05|198.71|491.67|1
D_1531.3|claim|Q_15.45|C_500|X_5|989.39|2021-07-13|961.32|179.57|3
D_1533.0|claim|Q_15.47|C_300|X_23|640.41|2021-07-15|643.95|833.64|5
D_1534.0|claim|Q_15.48|C_800|X_35|745.16|2022-04-13|654.08|379.99|5
D_1534.1|claim|Q_15.48|C_3400|X_11|463.49|2022-01-05|72.98|483.42|0
D_1534.2|claim|Q_15.48|C_700|X_30|908.34|2022-03-08|353.38|341.84|4
D_1534.3|claim|Q_15.48|C_4700|X_11|211.45|2021-10-20|305.31|546.84|4
D_1534.4|claim|Q_15.48|C_4700|X_50|910.73|2022-03-27|2.89|341.66|1
D_1535.0|claim|Q_15.49|C_3600|X_22|486.95|2021-12-17|376.21|763.35|4
D_1536.0|claim|Q_15.50|C_1300|X_17|616.44|2022-03-06|423.85|611.92|3
D_1537.0|claim|Q_15.51|C_3400|X_18|876.54|2021-04-24|655.25|611.5|1
D_1538.0|claim|Q_15.52|C_1600|X_32|375.59|2021-08-28|500.44|546.21|4
D_1538.1|claim|Q_15.52|C_1300|X_50|572.39|2022-02-11|661.92|281.05|0
D_1538.2|claim|Q_15.52|C_2700|X_38|293.85|2021-06-01|509.4|278.98|3
D_1538.3|claim|Q_15.52|C_2700|X_33|523.81|2021-07-16|50.17|553.55|2
D_1538.4|claim|Q_15.52|C_100|X_17|955.72|2021-12-24|754.9|741.81|4
D_1539.0|claim|Q_15.53|C_3500|X_50|433.59|2021-03-23|140.75|751.83|3
D_1539.1|claim|Q_15.53|C_0|X_9|972.33|2021-05-18|318.54|512.58|1
D_1540.0|claim|Q_15.54|C_3900|X_28|432.5|2021-11-20|40.51|922.65|5
D_1540.1|claim|Q_15.54|C_1900|X_39|171.14|2022-01-19|445.95|51.17|3
D_1542.0|claim|Q_15.56|C_3300|X_45|652.58|2021-01-22|978.92|102.71|4
D_1542.1|claim|Q_15.56|C_3100|X_36|378.22|2021-09-14|196.19|904.58|2
D_1542.2|claim|Q_15.56|C_4400|X_49|313.31|2021-12-07|497.46|712.27|5
D_1542.3|claim|Q_15.56|C_3300|X_10|992.99|2021-08-19|899.58|193.2|1
D_1543.0|claim|Q_15.57|C_5000|X_38|296.34|2021-11-20|545.42|812.96|3
D_1544.0|claim|Q_15.58|C_1100|X_22|561.4|2022-01-21|267.97|21.96|2
D_1545.0|claim|Q_15.59|C_1500|X_40|552.98|2021-07-31|463.76|910.72|2
D_1545.1|claim|Q_15.59|C_2900|X_0|898.24|2022-01-07|979.82|65.17|4
D_1546.0|claim|Q_15.60|C_400|X_32|264.53|2021-02-22|884.46|355.17|2
D_1546.1|claim|Q_15.60|C_2800|X_43|487.23|2021-10-16|270.25|661.45|2
D_1548.0|claim|Q_15.62|C_600|X_31|713.52|2021-02-15|599.36|963.05|3
D_1548.1|claim|Q_15.62|C_4700|X_10|375.11|2021-06-16|679.13|684.84|4
D_1549.0|claim|Q_15.63|C_2000|X_46|149.15|2021-01-17|488.45|546.23|5
D_1549.1|claim|Q_15.63|C_2900|X_17|415.22|2021-09-12|889.22|474.05|0
D_1549.2|claim|Q_15.63|C_3900|X_28|597.51|2021-08-10|965.19|986.69|0
D_1549.3|claim|Q_15.63|C_1000|X_15|436.28|2021-05-08|562.77|888.17|3
D_1550.0|claim|Q_15.64|C_2600|X_46|185.94|2021-02-25|106.86|943.19|0
D_1550.1|claim|Q_15.64|C_2900|X_12|788.09|2021-04-01|214.94|181.18|4
D_1550.2|claim|Q_15.64|C_4800|X_17|407.11|2022-04-07|612.28|697.71|3
D_1550.3|claim|Q_15.64|C_1200|X_4|665.2|2021-01-09|781.84|123.78|0
D_1550.4|claim|Q_15.64|C_3300|X_11|768.89|2021-04-26|379.06|962.22|5
D_1551.0|claim|Q_15.65|C_4500|X_13|898.54|2021-09-04|583.85|879.73|3
D_1551.1|claim|Q_15.65|C_4900|X_3|144.87|2021-03-28|720.41|804.15|4
D_1552.0|claim|Q_15.66|C_4600|X_42|897.33|2022-03-25|47.35|566.73|3
D_1552.1|claim|Q_15.66|C_4600|X_45|647.93|2021-06-11|780.53|471.86|5
D_1553.0|claim|Q_15.67|C_100|X_39|549.09|2022-02-16|535.76|808.44|4
D_1553.1|claim|Q_15.67|C_3500|X_19|383.62|2021-06-17|187.82|499.09|5
D_1553.2|claim|Q_15.67|C_4000|X_35|312.29|2021-11-16|672.31|513.29|0
D_1553.3|claim|Q_15.67|C_2900|X_12|522.37|2021-07-21|244.68|27.49|2
D_1554.0|claim|Q_15.68|C_4200|X_36|641.85|2022-04-02|178.11|957.83|5
D_1554.1|claim|Q_15.68|C_3400|X_39|724.65|2021-12-13|346.4|907.15|1
D_1555.0|claim|Q_15.69|C_500|X_39|535.78|2021-10-27|331.57|937.25|2
D_1555.1|claim|Q_15.69|C_3800|X_21|677.23|2022-03-08|168.88|872.77|4
D_1555.2|claim|Q_15.69|C_4200|X_49|106.02|2022-03-14|515.83|220.4|5
D_1555.3|claim|Q_15.69|C_2900|X_46|486.18|2021-12-18|793.92|519.41|3
D_1556.0|claim|Q_15.70|C_3500|X_43|699.89|2021-01-24|957.09|945.98|4
D_1556.1|claim|Q_15.70|C_3600|X_32|825.77|2021-05-04|627.85|576.09|2
D_1557.0|claim|Q_15.71|C_4900|X_16|841.71|2022-03-04|510.64|200.77|2
D_1557.1|claim|Q_15.71|C_2800|X_17|942.42|2021-08-24|565.85|94.08|0
D_1558.0|claim|Q_15.72|C_2700|X_17|442.13|2021-05-30|182.34|759.2|1
D_1558.1|claim|Q_15.72|C_1500|X_12|768.61|2021-03-22|247.3|368.44|3
D_1558.2|claim|Q_15.72|C_3800|X_1|824.36|2021-04-16|677.06|991.33|1
D_1559.0|claim|Q_15.73|C_2900|X_32|735.1|2022-02-07|335.2|735.05|4
D_1559.1|claim|Q_15.73|C_300|X_12|240.4|2021-08-24|869.73|227.11|5
D_1559.2|claim|Q_15.73|C_1100|X_19|813.32|2021-08-20|260.37|649.11|0
D_1559.3|claim|Q_15.73|C_1000|X_43|688.49|2022-03-22|486.75|46.72|4
D_1559.4|claim|Q_15.73|C_3700|X_6|833.37|2021-03-05|279.65|362.04|1
D_1561.0|claim|Q_15.75|C_300|X_9|347.4|2021-06-14|233.21|79.89|1
D_1561.1|claim|Q_15.75|C_5000|X_33|102.52|2021-09-21|782.76|371.75|1
D_1561.2|claim|Q_15.75|C_4200|X_43|149.89|2021-12-27|142.48|506.54|5
D_1561.3|claim|Q_15.75|C_4900|X_19|579.96|2021-02-25|544.79|326.83|4
D_1562.0|claim|Q_15.76|C_900|X_25|527.11|2022-03-20|999.81|333.66|4
D_1562.1|claim|Q_15.76|C_1000|X_9|595.6|2021-10-14|132.7|387.31|4
D_1562.2|claim|Q_15.76|C_3800|X_0|392.38|2021-12-20|763.84|926.68|2
D_1562.3|claim|Q_15.76|C_500|X_37|397.28|2021-06-19|420.61|132.98|5
D_1562.4|claim|Q_15.76|C_2600|X_23|216.34|2022-03-11|396.47|244.63|1
D_1563.0|claim|Q_15.77|C_3300|X_11|433.82|2021-06-27|987.98|593.93|2
D_1564.0|claim|Q_15.78|C_2900|X_32|348.33|2021-10-07|409.93|478.42|3
D_1564.1|claim|Q_15.78|C_1700|X_47|229.17|2021-03-02|491.7|640.83|2
D_1564.2|claim|Q_15.78|C_3900|X_24|484.93|2021-09-14|603.28|993.34|3
D_1564.3|claim|Q_15.78|C_0|X_20|617.22|2021-04-21|648.6|145.97|5
D_1564.4|claim|Q_15.78|C_4400|X_10|804.98|2021-10-18|400.16|943.73|3
