ID|LABEL|POLICY_NUMBER|POLICY_BIND_DATE|POLICY_STATE|POLICY_CSL|POLICY_DEDUCTABLE|POLICY_ANNUAL_PREMIUM|UMBRELLA_LIMIT|AUTO_MAKE|AUTO_YEAR|AGENT_ID|CLAIM_ID
Q_8.44|policy|Q_8.44|2022-01-19|MN|182.13|27.53|307.08|8490822.43|chevy|2010|A_8|
Q_8.45|policy|Q_8.45|2022-01-11|ID|730.85|13.14|601.19|4933704.24|ford|2001|A_8|
Q_8.46|policy|Q_8.46|2021-10-17|MS|630.4|40.13|252.09|3753976.66|canoo|1976|A_8|
Q_8.47|policy|Q_8.47|2022-04-24|VT|977.17|73.21|693.08|3789110.1|volvo|2007|A_8|
Q_8.48|policy|Q_8.48|2021-11-24|ID|887.03|79.38|801.25|5226232.63|chevy|1996|A_8|
Q_8.49|policy|Q_8.49|2021-12-16|ID|997.98|59.21|313.81|2864863.26|porsche|2020|A_8|
Q_8.50|policy|Q_8.50|2022-03-12|CA|148.44|47.79|428.4|5918209.4|audi|1985|A_8|
Q_8.51|policy|Q_8.51|2021-09-03|MN|538.18|85.79|632.74|5817074.68|chevy|1976|A_8|
Q_8.52|policy|Q_8.52|2022-02-16|DE|421.36|26.01|473.13|4333708.95|porsche|2002|A_8|
Q_8.53|policy|Q_8.53|2021-12-23|MD|379.98|31.7|792.39|3332300.91|canoo|1979|A_8|
Q_8.54|policy|Q_8.54|2021-08-11|UT|435.19|40.88|955.18|118912.33|porsche|1972|A_8|
Q_8.55|policy|Q_8.55|2022-03-17|IL|177.05|70.23|762.66|6787125.82|canoo|1984|A_8|
Q_8.56|policy|Q_8.56|2021-08-04|IA|801.38|92.64|670.3|6822953.21|volvo|1994|A_8|
Q_8.57|policy|Q_8.57|2021-01-22|ID|989.62|32.86|255.38|1863331.31|porsche|1997|A_8|
Q_8.58|policy|Q_8.58|2021-06-10|AZ|727.75|95.51|908.09|1728097.97|audi|1988|A_8|
Q_8.59|policy|Q_8.59|2022-01-25|SD|466.69|63.53|438.25|7775129.5|rivian|2012|A_8|
Q_8.60|policy|Q_8.60|2022-03-28|IA|472.1|81.08|632.28|5311308.36|porsche|2002|A_8|
Q_8.61|policy|Q_8.61|2021-10-26|PA|323.76|27.67|187.04|1868406.09|porsche|2013|A_8|
Q_8.62|policy|Q_8.62|2021-03-10|WI|421.45|82.66|200.74|4283529.44|canoo|2008|A_8|
Q_8.63|policy|Q_8.63|2021-07-17|WY|996.72|78.12|451.78|8453494.95|jeep|2000|A_8|
Q_8.64|policy|Q_8.64|2022-04-18|MI|515.45|91.92|680.58|680582.22|porsche|1974|A_8|
Q_8.65|policy|Q_8.65|2021-08-24|NH|446.42|64.52|183.46|2537707.36|porsche|2015|A_8|
Q_8.66|policy|Q_8.66|2021-10-24|SC|801.06|30.7|240.12|7803758.78|volvo|2016|A_8|
Q_8.67|policy|Q_8.67|2021-06-27|MT|740.05|59.36|737.03|1309059.86|ford|1970|A_8|
Q_8.68|policy|Q_8.68|2021-12-25|OH|332.51|33.49|667.63|2231870.3|ford|1995|A_8|
Q_8.69|policy|Q_8.69|2021-12-23|IL|819.73|83.51|160.56|2000656.42|canoo|1996|A_8|
Q_8.70|policy|Q_8.70|2021-11-28|UT|327.51|28.91|638.52|4392398.71|porsche|1986|A_8|
Q_8.71|policy|Q_8.71|2021-01-01|ID|426.84|81.3|508.57|8330988.79|ford|2010|A_8|
Q_8.72|policy|Q_8.72|2022-02-14|MI|765.72|37.51|170.7|5387063.5|volvo|1988|A_8|
Q_8.73|policy|Q_8.73|2022-02-09|OK|350.77|18.89|704.12|4389966.44|audi|2008|A_8|
Q_8.74|policy|Q_8.74|2021-08-26|SC|126.15|31.45|722.68|4738790.79|canoo|1989|A_8|
Q_8.75|policy|Q_8.75|2021-10-13|NE|267.78|62.34|715.37|512386.04|canoo|2017|A_8|
Q_8.76|policy|Q_8.76|2022-01-23|FL|639.11|57.98|570.02|7047852.95|audi|1993|A_8|
Q_8.77|policy|Q_8.77|2021-11-28|FL|148.78|44.24|727.46|3285225.85|audi|2001|A_8|
Q_8.78|policy|Q_8.78|2022-02-19|NJ|764.4|30.47|623.81|7514692.62|canoo|1993|A_8|
Q_8.79|policy|Q_8.79|2021-11-26|WA|667.8|47.15|386.05|3032028.7|jeep|2017|A_8|
Q_8.80|policy|Q_8.80|2021-10-29|DE|933.17|62.66|268.48|980262.16|volvo|1971|A_8|
Q_8.81|policy|Q_8.81|2022-03-03|MI|674.79|52.88|496.76|826218.25|audi|1991|A_8|
Q_8.82|policy|Q_8.82|2021-05-23|FL|927.23|35.7|308.97|3335245.76|jeep|2015|A_8|
Q_8.83|policy|Q_8.83|2021-11-03|TX|833.59|91.99|185.37|8571723.51|volvo|2009|A_8|
Q_8.84|policy|Q_8.84|2021-06-04|OR|129.61|64.62|847.03|2115996.23|chevy|2021|A_8|
Q_8.85|policy|Q_8.85|2021-07-20|UT|708.47|73.16|850.66|3325448.91|chevy|2002|A_8|
Q_8.86|policy|Q_8.86|2021-02-10|ID|777.49|92.33|576.9|6199584.8|porsche|2001|A_8|
Q_8.87|policy|Q_8.87|2021-02-02|NV|371.93|58.31|450.89|6294994.27|volvo|2007|A_8|
Q_8.88|policy|Q_8.88|2021-05-26|WI|867.89|98.88|117.5|6608388.49|canoo|2013|A_8|
Q_8.89|policy|Q_8.89|2021-02-21|UT|881.15|13.72|694.53|3329593.6|audi|2009|A_8|
Q_8.90|policy|Q_8.90|2021-03-03|MO|327.62|63.51|489.22|29458.46|canoo|1993|A_8|
Q_8.91|policy|Q_8.91|2021-04-21|ME|706.87|12.58|670.28|35129.41|canoo|2013|A_8|
Q_8.92|policy|Q_8.92|2021-04-01|DC|205.77|40.97|176.15|2327617.69|canoo|1980|A_8|
Q_8.93|policy|Q_8.93|2021-05-23|ND|982.36|10.7|597.55|6477291.85|porsche|1975|A_8|
Q_8.94|policy|Q_8.94|2021-08-01|WA|413.7|33.41|774.13|835289.22|audi|1993|A_8|
Q_8.95|policy|Q_8.95|2022-03-08|TX|205.01|14.77|570.1|2909989.34|ford|1984|A_8|
Q_8.96|policy|Q_8.96|2021-06-15|WY|755.66|23.33|661.03|686375.7|volvo|1991|A_8|
Q_8.97|policy|Q_8.97|2022-01-09|OR|782.61|66.35|421.64|5943666.76|audi|2009|A_8|
Q_8.98|policy|Q_8.98|2021-10-13|WY|996.04|29.38|214.89|1850183.95|volvo|1992|A_8|
Q_8.99|policy|Q_8.99|2022-01-02|MS|432.57|53.05|809.27|3037076.48|porsche|1979|A_8|
Q_9.1|policy|Q_9.1|2021-02-26|NJ|785.74|30.3|999.2|1242766.94|audi|1978|A_9|
Q_9.2|policy|Q_9.2|2021-03-03|MA|511.96|58.11|108.1|6914860.87|volvo|2016|A_9|
Q_9.3|policy|Q_9.3|2021-08-10|MN|703.81|34.19|802.55|5869936.19|canoo|1977|A_9|
Q_9.4|policy|Q_9.4|2021-04-08|MN|503.49|25.39|833.96|8729772.17|volvo|1988|A_9|
Q_9.5|policy|Q_9.5|2021-12-01|PA|280.79|81.44|117.36|4054879.06|volvo|2004|A_9|
Q_9.6|policy|Q_9.6|2021-02-16|GA|890.03|99.89|550.57|5266602.89|porsche|1991|A_9|
Q_9.7|policy|Q_9.7|2022-03-18|AR|598.54|43.0|283.91|9310201.08|canoo|2003|A_9|
Q_9.8|policy|Q_9.8|2022-02-13|NJ|420.45|27.85|556.87|546661.87|volvo|2016|A_9|
Q_9.9|policy|Q_9.9|2021-09-15|GA|987.83|78.8|798.28|3818043.73|jeep|2020|A_9|
Q_9.10|policy|Q_9.10|2021-03-05|KS|685.54|76.03|975.2|4454048.04|chevy|1987|A_9|
Q_9.11|policy|Q_9.11|2021-08-02|ID|679.02|30.84|357.97|2500653.8|chevy|1979|A_9|
Q_9.12|policy|Q_9.12|2021-01-09|NM|954.66|71.56|192.91|2832948.91|porsche|1974|A_9|
Q_9.13|policy|Q_9.13|2021-11-04|IL|436.89|22.78|757.11|1207962.5|canoo|2013|A_9|
Q_9.14|policy|Q_9.14|2021-06-01|DC|521.11|24.99|329.8|6358158.03|jeep|1976|A_9|
Q_9.15|policy|Q_9.15|2021-02-11|WI|967.67|27.4|738.4|618553.51|porsche|1989|A_9|
Q_9.16|policy|Q_9.16|2021-12-01|GA|572.73|95.07|981.55|7533823.13|volvo|1995|A_9|
Q_9.17|policy|Q_9.17|2022-03-15|GA|329.74|87.82|618.01|4318804.11|ford|1997|A_9|
Q_9.18|policy|Q_9.18|2021-08-04|ND|915.04|54.59|445.96|5330398.36|canoo|1982|A_9|
Q_9.19|policy|Q_9.19|2022-02-09|CA|698.29|46.31|509.13|4420821.25|jeep|1974|A_9|
Q_9.20|policy|Q_9.20|2022-03-16|VA|322.41|69.85|665.56|4929226.28|audi|2010|A_9|
Q_9.21|policy|Q_9.21|2021-02-06|NV|747.54|52.37|759.64|4261341.58|porsche|1986|A_9|
Q_9.22|policy|Q_9.22|2022-04-10|OK|957.13|98.14|860.94|1349912.24|porsche|1987|A_9|
Q_9.23|policy|Q_9.23|2021-10-20|CO|384.33|20.71|202.83|2650926.49|canoo|2012|A_9|
Q_9.24|policy|Q_9.24|2021-07-25|NJ|680.45|35.57|886.06|6510369.57|rivian|2011|A_9|
Q_9.25|policy|Q_9.25|2021-04-16|NM|916.35|63.38|542.12|9825265.32|rivian|2008|A_9|
Q_9.26|policy|Q_9.26|2021-02-08|CA|619.93|64.25|815.95|7032480.27|audi|2004|A_9|
Q_9.27|policy|Q_9.27|2022-02-03|DC|531.73|51.87|350.5|2121732.87|volvo|1978|A_9|
Q_9.28|policy|Q_9.28|2021-07-19|NH|941.84|28.34|710.78|9426064.52|volvo|1974|A_9|
Q_9.29|policy|Q_9.29|2021-03-20|AL|931.44|45.16|470.35|7016286.66|jeep|1980|A_9|
Q_9.30|policy|Q_9.30|2021-03-25|OR|702.61|45.93|664.95|9194138.16|ford|2006|A_9|
Q_9.31|policy|Q_9.31|2021-09-03|MD|690.58|38.98|876.5|6094532.61|jeep|1986|A_9|
Q_9.32|policy|Q_9.32|2022-01-21|AZ|207.14|29.35|598.04|8885911.96|volvo|2021|A_9|
Q_9.33|policy|Q_9.33|2021-01-06|TN|147.48|81.22|623.86|7082481.99|chevy|1986|A_9|
Q_9.34|policy|Q_9.34|2022-02-23|AL|594.14|95.72|859.52|3620090.02|porsche|1995|A_9|
Q_9.35|policy|Q_9.35|2021-04-27|TN|916.1|44.37|948.66|4202897.28|audi|1983|A_9|
Q_9.36|policy|Q_9.36|2021-05-03|TX|212.56|26.57|225.11|7332904.83|jeep|2010|A_9|
Q_9.37|policy|Q_9.37|2021-08-09|UT|578.49|45.59|521.89|6615871.87|chevy|1975|A_9|
Q_9.38|policy|Q_9.38|2021-02-05|CO|728.32|40.45|322.92|4269959.16|chevy|1975|A_9|
Q_9.39|policy|Q_9.39|2021-07-25|AZ|609.27|43.43|792.54|6825677.6|ford|2007|A_9|
Q_9.40|policy|Q_9.40|2021-10-05|CO|442.16|56.49|248.18|4230776.58|canoo|2014|A_9|
Q_9.41|policy|Q_9.41|2022-03-10|CA|663.65|47.17|435.1|7707336.56|chevy|1986|A_9|
Q_9.42|policy|Q_9.42|2021-12-28|NJ|785.38|88.18|408.11|7063652.97|porsche|1984|A_9|
Q_9.43|policy|Q_9.43|2022-01-24|NH|659.4|69.73|770.44|7655670.49|chevy|1994|A_9|
Q_9.44|policy|Q_9.44|2021-09-07|AR|644.74|78.2|906.48|8470065.07|porsche|2018|A_9|
Q_9.45|policy|Q_9.45|2021-07-21|MS|598.86|58.13|638.6|9547160.71|rivian|1979|A_9|
Q_9.46|policy|Q_9.46|2022-04-17|FL|834.51|71.06|340.4|5680738.27|chevy|1980|A_9|
Q_9.47|policy|Q_9.47|2021-08-10|WI|871.8|44.67|501.0|3012388.14|canoo|1989|A_9|
Q_9.48|policy|Q_9.48|2021-03-24|MS|535.97|43.44|323.09|3228737.47|jeep|1977|A_9|
Q_9.49|policy|Q_9.49|2021-06-08|GA|887.3|55.74|438.94|7496132.53|audi|1980|A_9|
Q_9.50|policy|Q_9.50|2021-06-25|IA|291.44|81.12|992.58|8591976.0|canoo|1994|A_9|
Q_9.51|policy|Q_9.51|2021-12-04|SD|739.87|30.22|840.74|7163846.21|volvo|2006|A_9|
Q_9.52|policy|Q_9.52|2021-12-04|FL|327.75|70.13|558.02|5956056.19|chevy|2001|A_9|
Q_9.53|policy|Q_9.53|2021-03-24|VA|370.87|73.24|357.86|6559996.75|audi|1976|A_9|
Q_9.54|policy|Q_9.54|2021-08-26|LA|651.67|34.47|629.03|9441416.17|jeep|1989|A_9|
Q_9.55|policy|Q_9.55|2021-07-31|IA|491.43|91.56|981.24|1232219.53|audi|1983|A_9|
Q_9.56|policy|Q_9.56|2021-12-02|ID|352.48|45.77|374.08|8107705.74|chevy|2007|A_9|
Q_9.57|policy|Q_9.57|2022-02-24|NV|177.52|38.43|841.84|1622933.33|canoo|1991|A_9|
Q_9.58|policy|Q_9.58|2021-02-02|MI|533.89|75.41|214.98|8710339.47|chevy|2008|A_9|
Q_9.59|policy|Q_9.59|2021-08-28|PA|220.28|97.41|364.22|2515175.23|audi|1973|A_9|
Q_9.60|policy|Q_9.60|2021-10-19|WI|509.54|38.32|627.88|758259.84|ford|1991|A_9|
Q_9.61|policy|Q_9.61|2021-07-25|RI|420.96|67.8|982.21|6112996.19|chevy|1987|A_9|
Q_9.62|policy|Q_9.62|2021-05-05|WI|630.02|91.98|240.27|2765317.75|porsche|2002|A_9|
Q_9.63|policy|Q_9.63|2022-03-19|LA|844.63|56.57|502.09|3854045.74|jeep|1989|A_9|
Q_9.64|policy|Q_9.64|2021-03-23|IA|517.88|52.74|372.95|4588349.02|rivian|2020|A_9|
Q_9.65|policy|Q_9.65|2022-02-27|AK|742.09|81.13|100.25|338509.86|rivian|2004|A_9|
Q_9.66|policy|Q_9.66|2021-07-23|IA|130.73|50.66|369.99|9352609.58|porsche|1984|A_9|
Q_9.67|policy|Q_9.67|2021-02-25|NJ|688.26|75.83|503.05|2139884.08|canoo|2013|A_9|
Q_9.68|policy|Q_9.68|2022-04-08|AR|570.82|66.84|557.42|5497827.44|chevy|2002|A_9|
Q_9.69|policy|Q_9.69|2022-04-17|NC|687.1|77.09|337.9|2147163.78|ford|1989|A_9|
Q_9.70|policy|Q_9.70|2022-01-23|AZ|397.65|38.46|794.19|702554.08|ford|1973|A_9|
Q_9.71|policy|Q_9.71|2021-08-20|NH|284.59|50.46|332.42|3917675.47|porsche|1994|A_9|
Q_9.72|policy|Q_9.72|2021-07-28|MI|802.36|19.67|875.66|8606440.03|audi|1977|A_9|
Q_9.73|policy|Q_9.73|2021-11-22|LA|836.5|41.6|172.52|2626226.89|canoo|1982|A_9|
Q_9.74|policy|Q_9.74|2021-01-04|TX|151.85|81.28|373.77|5199072.1|jeep|1991|A_9|
Q_9.75|policy|Q_9.75|2021-01-07|VA|186.33|61.3|632.12|9096922.35|ford|1995|A_9|
Q_9.76|policy|Q_9.76|2021-01-25|SC|868.61|82.0|489.62|7075418.34|ford|1994|A_9|
Q_9.77|policy|Q_9.77|2021-03-20|IN|268.6|52.21|731.38|1119343.6|volvo|1982|A_9|
Q_9.78|policy|Q_9.78|2021-05-11|CT|738.54|49.48|443.49|9945497.48|jeep|2020|A_9|
Q_9.79|policy|Q_9.79|2022-04-09|VT|390.03|58.99|830.67|6068087.58|volvo|2020|A_9|
Q_9.80|policy|Q_9.80|2021-04-15|ME|682.28|34.49|777.26|9766752.61|porsche|2018|A_9|
Q_9.81|policy|Q_9.81|2021-06-24|OR|445.74|80.3|628.23|627772.71|rivian|2007|A_9|
Q_9.82|policy|Q_9.82|2021-09-27|OK|437.2|41.1|633.09|6180408.7|audi|2002|A_9|
Q_9.83|policy|Q_9.83|2021-10-12|VA|251.06|52.67|479.58|810611.85|rivian|1989|A_9|
Q_9.84|policy|Q_9.84|2021-07-12|WI|895.74|99.16|193.39|9744790.69|rivian|1979|A_9|
Q_9.85|policy|Q_9.85|2021-06-18|AK|532.57|72.04|861.0|7971094.41|canoo|1994|A_9|
Q_9.86|policy|Q_9.86|2021-05-19|VA|142.43|70.37|365.3|3832282.7|chevy|1998|A_9|
Q_9.87|policy|Q_9.87|2021-01-20|SC|531.83|29.98|175.94|8295193.19|rivian|1991|A_9|
Q_9.88|policy|Q_9.88|2022-04-15|VT|959.15|75.01|420.28|5587339.56|chevy|1985|A_9|
Q_9.89|policy|Q_9.89|2022-03-30|NY|215.94|62.57|428.62|601332.62|rivian|1999|A_9|
Q_9.90|policy|Q_9.90|2021-11-29|DE|475.26|21.84|492.92|4647683.89|canoo|1975|A_9|
Q_9.91|policy|Q_9.91|2022-03-14|CA|573.09|85.35|325.17|5163112.17|chevy|1993|A_9|
Q_9.92|policy|Q_9.92|2021-03-28|NH|287.78|36.22|587.45|8076829.78|jeep|1982|A_9|
Q_9.93|policy|Q_9.93|2021-05-27|MO|162.73|38.39|467.3|7698660.07|audi|1980|A_9|
Q_9.94|policy|Q_9.94|2021-11-25|MI|282.99|16.07|402.53|9170530.02|chevy|2013|A_9|
Q_9.95|policy|Q_9.95|2021-12-14|RI|173.48|54.39|981.32|6759584.29|jeep|2018|A_9|
Q_9.96|policy|Q_9.96|2021-04-06|RI|318.51|39.38|933.14|7327688.85|canoo|2006|A_9|
Q_9.97|policy|Q_9.97|2021-02-12|FL|831.9|79.63|973.7|370587.02|jeep|1991|A_9|
Q_9.98|policy|Q_9.98|2021-05-31|KY|395.05|70.53|720.23|859788.1|chevy|1971|A_9|
Q_9.99|policy|Q_9.99|2021-01-19|NE|767.05|74.57|665.08|8178673.23|chevy|1986|A_9|
Q_10.1|policy|Q_10.1|2021-01-09|UT|609.36|48.96|511.44|7049144.34|porsche|1970|A_10|
Q_10.2|policy|Q_10.2|2021-04-15|AL|134.99|96.86|854.61|8614801.65|rivian|1996|A_10|
Q_10.3|policy|Q_10.3|2021-02-01|CO|366.7|79.59|999.42|2897242.23|canoo|1972|A_10|
Q_10.4|policy|Q_10.4|2021-06-30|HI|955.88|53.82|646.41|2758698.51|porsche|2010|A_10|
Q_10.5|policy|Q_10.5|2021-01-30|LA|982.34|13.55|397.9|5533596.5|porsche|2000|A_10|
Q_10.6|policy|Q_10.6|2021-01-05|WY|171.52|45.71|750.61|936223.05|chevy|1970|A_10|
Q_10.7|policy|Q_10.7|2022-02-07|MS|569.35|89.9|732.43|8456537.02|volvo|1984|A_10|
Q_10.8|policy|Q_10.8|2022-03-23|FL|692.0|46.77|784.3|7774708.15|volvo|2005|A_10|
Q_10.9|policy|Q_10.9|2021-01-05|WI|122.74|26.91|590.15|930855.84|porsche|2016|A_10|
Q_10.10|policy|Q_10.10|2021-04-22|IL|557.49|81.11|305.38|8051741.36|porsche|1982|A_10|
Q_10.11|policy|Q_10.11|2021-10-25|SC|866.81|74.81|328.12|1500828.86|volvo|2016|A_10|
Q_10.12|policy|Q_10.12|2021-11-28|OK|574.28|33.73|631.91|23523.4|porsche|2000|A_10|
Q_10.13|policy|Q_10.13|2021-07-23|WY|457.22|63.18|692.12|8300166.69|chevy|1994|A_10|
Q_10.14|policy|Q_10.14|2021-12-30|ME|763.49|78.62|954.98|2975568.34|ford|2007|A_10|
Q_10.15|policy|Q_10.15|2021-06-06|AR|745.16|86.47|184.31|2256648.25|jeep|2001|A_10|
Q_10.16|policy|Q_10.16|2021-04-22|PA|361.23|60.48|943.34|790599.08|porsche|2011|A_10|
Q_10.17|policy|Q_10.17|2021-10-28|CO|393.37|38.58|796.37|433871.28|volvo|1978|A_10|
Q_10.18|policy|Q_10.18|2021-02-11|WV|779.31|48.06|841.06|2284538.82|volvo|1984|A_10|
Q_10.19|policy|Q_10.19|2021-12-19|MS|404.78|48.29|980.58|6863652.22|ford|1995|A_10|
Q_10.20|policy|Q_10.20|2021-11-08|DC|567.61|44.54|474.38|5811708.64|canoo|1977|A_10|
Q_10.21|policy|Q_10.21|2022-01-21|MA|480.59|89.34|923.62|6829590.09|jeep|1999|A_10|
Q_10.22|policy|Q_10.22|2022-02-17|OK|668.38|98.71|941.62|8449048.07|rivian|2017|A_10|
Q_10.23|policy|Q_10.23|2021-10-13|PA|562.99|17.37|467.9|3442908.31|rivian|1995|A_10|
Q_10.24|policy|Q_10.24|2021-12-23|MA|378.54|73.75|895.82|4250723.83|ford|1984|A_10|
Q_10.25|policy|Q_10.25|2021-05-16|NV|596.27|84.91|298.67|2775862.53|jeep|2004|A_10|
Q_10.26|policy|Q_10.26|2021-08-01|DC|183.1|26.92|112.5|9031900.54|audi|2014|A_10|
Q_10.27|policy|Q_10.27|2021-05-06|NY|862.18|88.19|865.57|4101960.8|porsche|1977|A_10|
Q_10.28|policy|Q_10.28|2021-12-03|AL|320.35|42.4|896.8|1612598.05|porsche|1989|A_10|
Q_10.29|policy|Q_10.29|2022-02-16|GA|310.7|35.42|323.97|6768960.23|jeep|2012|A_10|
Q_10.30|policy|Q_10.30|2021-11-05|ND|113.61|29.31|920.09|2027613.03|volvo|2008|A_10|
Q_10.31|policy|Q_10.31|2021-01-21|CA|988.41|58.12|695.24|9849778.93|rivian|1972|A_10|
Q_10.32|policy|Q_10.32|2022-01-10|AK|991.01|72.03|182.91|6382080.84|porsche|1991|A_10|
Q_10.33|policy|Q_10.33|2021-02-10|CT|880.09|37.6|368.82|1296901.34|volvo|1978|A_10|
Q_10.34|policy|Q_10.34|2021-05-04|MT|411.69|80.91|918.17|9631994.7|canoo|1994|A_10|
Q_10.35|policy|Q_10.35|2022-03-09|AK|387.42|96.58|146.7|7804171.02|porsche|1987|A_10|
Q_10.36|policy|Q_10.36|2021-11-28|OH|866.83|59.79|206.83|2113162.35|porsche|2006|A_10|
Q_10.37|policy|Q_10.37|2021-12-10|MS|944.74|78.29|405.53|6645391.32|volvo|2007|A_10|
Q_10.38|policy|Q_10.38|2022-01-17|TN|349.36|25.89|834.33|5612538.17|volvo|2008|A_10|
Q_10.39|policy|Q_10.39|2021-03-14|OR|894.29|26.09|895.13|6069038.06|ford|1991|A_10|
Q_10.40|policy|Q_10.40|2022-02-09|GA|757.29|95.11|500.32|3813822.71|chevy|1997|A_10|
Q_10.41|policy|Q_10.41|2021-05-14|NC|248.3|52.33|890.89|6377791.13|canoo|2001|A_10|
Q_10.42|policy|Q_10.42|2021-02-06|DC|410.01|40.76|111.93|1149831.91|canoo|2016|A_10|
Q_10.43|policy|Q_10.43|2021-03-27|NV|782.99|24.77|506.97|9328384.5|porsche|1991|A_10|
Q_10.44|policy|Q_10.44|2021-03-15|AK|926.79|92.53|394.91|9855889.38|canoo|1986|A_10|
Q_10.45|policy|Q_10.45|2021-01-31|SC|375.68|55.94|896.36|5445683.04|porsche|1977|A_10|
Q_10.46|policy|Q_10.46|2021-08-26|NJ|856.43|18.81|692.12|3975363.66|ford|1976|A_10|
Q_10.47|policy|Q_10.47|2022-04-17|NC|920.71|74.08|535.94|6406195.19|jeep|2005|A_10|
Q_10.48|policy|Q_10.48|2021-02-12|DE|965.6|65.63|358.32|7744409.19|ford|1989|A_10|
Q_10.49|policy|Q_10.49|2021-01-18|IL|697.42|35.8|676.51|3025647.6|porsche|2002|A_10|
Q_10.50|policy|Q_10.50|2021-11-17|FL|954.03|52.32|346.18|326998.24|ford|1978|A_10|
Q_10.51|policy|Q_10.51|2022-03-23|MD|955.1|13.18|252.38|4157047.27|porsche|1980|A_10|
Q_10.52|policy|Q_10.52|2021-09-23|WI|712.23|14.65|942.8|4443054.71|jeep|1991|A_10|
Q_10.53|policy|Q_10.53|2021-07-19|KS|129.4|68.5|948.49|9286137.8|ford|1999|A_10|
Q_10.54|policy|Q_10.54|2021-07-28|AK|916.73|87.2|114.63|9139908.82|rivian|2006|A_10|
Q_10.55|policy|Q_10.55|2021-12-12|WI|517.33|74.12|250.66|233499.26|canoo|2022|A_10|
Q_10.56|policy|Q_10.56|2022-01-13|NV|470.18|77.96|248.15|260791.45|rivian|2007|A_10|
Q_10.57|policy|Q_10.57|2021-06-03|OK|220.72|36.11|379.76|3182543.43|canoo|2001|A_10|
Q_10.58|policy|Q_10.58|2021-09-22|IA|568.75|56.27|630.4|2642637.89|rivian|1982|A_10|
Q_10.59|policy|Q_10.59|2021-03-11|MN|289.89|95.46|370.54|4279623.27|canoo|1990|A_10|
Q_10.60|policy|Q_10.60|2021-04-28|MI|900.27|52.61|446.58|6934495.3|canoo|1985|A_10|
Q_10.61|policy|Q_10.61|2021-03-01|WV|778.79|26.41|416.73|1320332.68|volvo|1975|A_10|
Q_10.62|policy|Q_10.62|2021-09-12|WY|197.65|57.98|423.77|1848567.14|volvo|1991|A_10|
Q_10.63|policy|Q_10.63|2021-09-06|DE|557.83|98.23|619.46|3530491.83|audi|1996|A_10|
Q_10.64|policy|Q_10.64|2022-02-26|SD|863.31|60.47|249.52|8480576.74|rivian|2009|A_10|
Q_10.65|policy|Q_10.65|2021-06-04|IN|289.97|73.4|871.98|3188446.12|ford|1974|A_10|
Q_10.66|policy|Q_10.66|2022-01-12|IA|641.54|73.89|458.64|1144919.55|volvo|1993|A_10|
Q_10.67|policy|Q_10.67|2022-03-22|FL|370.88|72.58|903.42|9989682.24|chevy|1999|A_10|
Q_10.68|policy|Q_10.68|2021-03-29|IN|175.81|23.18|518.65|3088715.65|chevy|2017|A_10|
Q_10.69|policy|Q_10.69|2021-04-16|CA|919.96|24.76|420.13|5751202.17|audi|2011|A_10|
Q_10.70|policy|Q_10.70|2022-01-06|NC|736.47|95.48|428.15|8917766.05|canoo|1983|A_10|
Q_10.71|policy|Q_10.71|2021-03-12|RI|268.92|59.7|929.27|3829190.36|chevy|1981|A_10|
Q_10.72|policy|Q_10.72|2021-02-06|VT|817.37|93.25|791.69|6180796.61|audi|1997|A_10|
Q_10.73|policy|Q_10.73|2021-01-19|WV|772.81|99.34|849.36|3888104.04|porsche|2021|A_10|
Q_10.74|policy|Q_10.74|2022-02-22|KY|202.03|49.11|836.64|2036709.7|audi|1974|A_10|
Q_10.75|policy|Q_10.75|2021-12-23|MO|720.55|58.44|873.95|4048623.66|porsche|2009|A_10|
Q_10.76|policy|Q_10.76|2021-12-29|MD|431.25|43.11|761.63|7015890.92|volvo|1970|A_10|
Q_10.77|policy|Q_10.77|2021-02-06|NV|612.7|55.87|378.13|1222677.4|rivian|2004|A_10|
Q_10.78|policy|Q_10.78|2021-11-03|NJ|742.16|17.57|249.1|8275039.04|jeep|2016|A_10|
Q_10.79|policy|Q_10.79|2022-04-11|MS|399.13|26.62|672.26|1222570.02|canoo|1999|A_10|
Q_10.80|policy|Q_10.80|2021-01-07|IN|818.85|76.71|520.98|8778127.68|porsche|1976|A_10|
Q_10.81|policy|Q_10.81|2021-12-15|HI|238.7|92.14|479.76|7753919.38|audi|2017|A_10|
Q_10.82|policy|Q_10.82|2021-11-23|MN|409.39|31.59|405.3|3152164.78|rivian|1974|A_10|
Q_10.83|policy|Q_10.83|2021-09-12|WV|355.78|27.41|941.95|5026448.65|jeep|1996|A_10|
Q_10.84|policy|Q_10.84|2022-01-31|MI|909.08|86.58|211.67|4898165.91|chevy|1983|A_10|
Q_10.85|policy|Q_10.85|2022-03-29|MA|199.24|76.29|280.28|4102478.98|volvo|2009|A_10|
Q_10.86|policy|Q_10.86|2021-01-06|MD|822.91|52.07|187.82|8508429.47|canoo|1982|A_10|
Q_10.87|policy|Q_10.87|2022-01-01|VT|687.6|77.34|465.15|1133071.88|rivian|1998|A_10|
Q_10.88|policy|Q_10.88|2022-03-26|TX|434.6|72.53|513.68|4982755.9|jeep|2019|A_10|
Q_10.89|policy|Q_10.89|2021-11-26|CA|951.82|62.47|340.9|6439471.97|rivian|1973|A_10|
